step,elapsed_sec,j_plus_1,j_minus_1,plus1_obj_ce,plus1_obj_prob_true,plus1_obj_margin,plus1_obj_soft_cell_acc,plus1_obj_soft_board_acc,plus1_obj_entropy,plus1_objective,minus1_obj_ce,minus1_obj_prob_true,minus1_obj_margin,minus1_obj_soft_cell_acc,minus1_obj_soft_board_acc,minus1_obj_entropy,minus1_objective,j_plus_2,j_minus_2,plus2_obj_ce,plus2_obj_prob_true,plus2_obj_margin,plus2_obj_soft_cell_acc,plus2_obj_soft_board_acc,plus2_obj_entropy,plus2_objective,minus2_obj_ce,minus2_obj_prob_true,minus2_obj_margin,minus2_obj_soft_cell_acc,minus2_obj_soft_board_acc,minus2_obj_entropy,minus2_objective,j_plus_3,j_minus_3,plus3_obj_ce,plus3_obj_prob_true,plus3_obj_margin,plus3_obj_soft_cell_acc,plus3_obj_soft_board_acc,plus3_obj_entropy,plus3_objective,minus3_obj_ce,minus3_obj_prob_true,minus3_obj_margin,minus3_obj_soft_cell_acc,minus3_obj_soft_board_acc,minus3_obj_entropy,minus3_objective,j_plus,j_minus,raw_scalar,scalar,param_l2,param_max_abs,params_finite,loss,cell_acc,board_acc,obj_ce,obj_prob_true,obj_margin,obj_soft_cell_acc,obj_soft_board_acc,obj_entropy,objective
1,0.542,0.509606122970581,0.5104851126670837,0.6884243488311768,0.5100598335266113,0.03895748034119606,0.5194787383079529,6.7085835553371e-08,0.6776872277259827,0.509606122970581,0.6886236667633057,0.5104667544364929,0.040429066866636276,0.5202145576477051,6.843224298336281e-08,0.676668107509613,0.5104851126670837,0.5089730620384216,0.5106741786003113,0.6882509589195251,0.5097683072090149,0.0378965362906456,0.5189483165740967,6.61431869275475e-08,0.6784472465515137,0.5089730620384216,0.6886136531829834,0.5105540752410889,0.04074377939105034,0.5203719139099121,6.882939374008856e-08,0.6765011548995972,0.5106741786003113,0.5082625150680542,0.5106696486473083,0.688058078289032,0.5094428658485413,0.036705903708934784,0.5183529853820801,6.505453598038002e-08,0.6792945861816406,0.5082625150680542,0.6885229349136353,0.5105507373809814,0.04073336720466614,0.5203666687011719,6.903511007294583e-08,0.6765968203544617,0.5106696486473083,0.509606122970581,0.5104851126670837,-0.0008216159684317452,-5e-05,18.87276365098423,1.0000499486923218,True,0.6888135671615601,0.555,0.0,0.6888135671615601,0.5101810246706009,0.03938026074320078,0.5196901261806488,7.289222736517331e-08,0.6770579367876053,0.5098520368337631
250,22.053,0.510696291923523,0.5104268193244934,0.6913821697235107,0.5106565356254578,0.04087301716208458,0.5204364657402039,4.749823645511242e-08,0.6735481023788452,0.510696291923523,0.6913236975669861,0.5105290412902832,0.04042191803455353,0.5202109813690186,4.7529965740977786e-08,0.6738638281822205,0.5104268193244934,0.5108240842819214,0.5102812647819519,0.6913975477218628,0.5107167959213257,0.04108644649386406,0.5205432772636414,4.7498105004706304e-08,0.6734105944633484,0.5108240842819214,0.6912798881530762,0.5104601979255676,0.04017795994877815,0.5200889706611633,4.7560803295709775e-08,0.6740463376045227,0.5102812647819519,0.5109493136405945,0.5101260542869568,0.6914043426513672,0.5107759833335876,0.041295576840639114,0.5206477642059326,4.750877025117006e-08,0.6732837557792664,0.5109493136405945,0.6912258267402649,0.5103868246078491,0.03991745784878731,0.5199587345123291,4.7600732244745814e-08,0.6742480993270874,0.5101260542869568,0.510696291923523,0.5104268193244934,1.7183947261767562e-05,1.7183947261767562e-05,18.873456750796937,1.0015238523483276,True,0.6946995407342911,0.542890625,0.0,0.6946995407342911,0.5089226365089417,0.03422296093776822,0.5171114653348923,5.6374147128224195e-08,0.6737439781427383,0.5066398680210114
500,43.646,0.519379198551178,0.518958568572998,0.686737596988678,0.5144780874252319,0.05518940091133118,0.5275946855545044,1.898644370612601e-07,0.6704612970352173,0.519379198551178,0.6864732503890991,0.5142725110054016,0.05447947606444359,0.5272397398948669,1.8384227473688952e-07,0.6711373925209045,0.518958568572998,0.5195631384849548,0.5187222361564636,0.6868402361869812,0.5145680904388428,0.05549928545951843,0.5277496576309204,1.923121146774065e-07,0.6701782941818237,0.5195631384849548,0.6863179206848145,0.514157235622406,0.05408033728599548,0.5270401835441589,1.8032601190043351e-07,0.6715232729911804,0.5187222361564636,0.5197279453277588,0.5184680223464966,0.6869189739227295,0.5146486163139343,0.05577659234404564,0.5278882384300232,1.9434395426287665e-07,0.6699376106262207,0.5197279453277588,0.6861514449119568,0.5140335559844971,0.053651124238967896,0.5268255472183228,1.7651466066581634e-07,0.6719374060630798,0.5184680223464966,0.519379198551178,0.518958568572998,1.8673599634225966e-05,1.8673599634225966e-05,18.874438844331642,1.002077579498291,True,0.6908839493989944,0.555,0.0,0.6908839493989944,0.5122347623109818,0.04665023647248745,0.5233251303434372,5.5062974624320304e-08,0.6708675920963287,0.5141725838184357
750,65.245,0.5149407982826233,0.5149726867675781,0.692273736000061,0.5126584768295288,0.04797687381505966,0.5239884257316589,1.0072465528310204e-07,0.6686319708824158,0.5149407982826233,0.692267894744873,0.5126738548278809,0.04802984744310379,0.5240148901939392,1.0103904912739381e-07,0.6686061024665833,0.5149726867675781,0.5148861408233643,0.5149506330490112,0.6922347545623779,0.5126312375068665,0.047884292900562286,0.5239421725273132,1.005003156251405e-07,0.6687252521514893,0.5148861408233643,0.692227840423584,0.5126625299453735,0.047991685569286346,0.5239958167076111,1.0112650272731116e-07,0.6686682105064392,0.5149506330490112,0.514803946018219,0.514902651309967,0.6921653747558594,0.5125903487205505,0.04774501174688339,0.5238725543022156,1.0022794327824158e-07,0.668876051902771,0.514803946018219,0.6921665668487549,0.5126383304595947,0.04790978506207466,0.5239548683166504,1.011605661460635e-07,0.6687772274017334,0.514902651309967,0.5149407982826233,0.5149726867675781,-1.1840548980669483e-06,-1.1840548980669483e-06,18.87506708776026,1.0022759437561035,True,0.6897642761468887,0.559140625,0.0,0.6897642761468887,0.5139497965574265,0.05288875102996826,0.5264443755149841,9.311054149918618e-08,0.6685166954994202,0.5179381519556046
1000,86.831,0.5123202204704285,0.513170599937439,0.696028470993042,0.5115825533866882,0.043734434992074966,0.5218672156333923,6.38717096990149e-08,0.6670911908149719,0.5123202204704285,0.6968870759010315,0.512015163898468,0.045180317014455795,0.522590160369873,6.426096632594636e-08,0.6653761267662048,0.513170599937439,0.511854887008667,0.5135595798492432,0.6955400109291077,0.5113477110862732,0.0429425872862339,0.5214712619781494,6.363245574902976e-08,0.6680441498756409,0.511854887008667,0.6972517371177673,0.5122143030166626,0.04584094136953354,0.5229204297065735,6.443053024440815e-08,0.6646161079406738,0.5135595798492432,0.5113598108291626,0.5139268636703491,0.6950172185897827,0.5110994577407837,0.042100049555301666,0.5210500359535217,6.334986579759061e-08,0.6690578460693359,0.5113598108291626,0.69757080078125,0.5124029517173767,0.04646366089582443,0.5232318043708801,6.459543300252335e-08,0.6639217138290405,0.5139268636703491,0.5123202204704285,0.513170599937439,-2.683098912702436e-05,-2.683098912702436e-05,18.875066492123963,1.0025341510772705,True,0.6940838992595673,0.552265625,0.0,0.6940838992595673,0.5130540579557419,0.049191963858902454,0.5245960056781769,6.594675028281927e-08,0.6660510003566742,0.5156336575746536
1250,108.41,0.5141205787658691,0.5133188366889954,0.6976094841957092,0.5125095248222351,0.04678769037127495,0.5233938694000244,7.25043705074313e-08,0.6636605262756348,0.5141205787658691,0.6968381404876709,0.5120963454246521,0.04542577266693115,0.5227128863334656,7.220225484161347e-08,0.6652519106864929,0.5133188366889954,0.5144736170768738,0.5128812193870544,0.6980165243148804,0.5126941204071045,0.047389715909957886,0.5236948132514954,7.251222200466145e-08,0.6628895401954651,0.5144736170768738,0.6964759826660156,0.5118736028671265,0.04468439519405365,0.5223422050476074,7.192322470928048e-08,0.6660578846931458,0.5128812193870544,0.5147868990898132,0.5124258399009705,0.6984346508979797,0.512859582901001,0.047925934195518494,0.5239629149436951,7.241851562866941e-08,0.662147045135498,0.5147868990898132,0.6961298584938049,0.5116437673568726,0.04391394183039665,0.5219569206237793,7.157145631708772e-08,0.6668630838394165,0.5124258399009705,0.5141205787658691,0.5133188366889954,2.2205291994504417e-05,2.2205291994504417e-05,18.875081607694742,1.0026745796203613,True,0.6948984861373901,0.55203125,0.0,0.6948984861373901,0.5134874582290649,0.05060594342648983,0.5253029614686966,1.1034216562677557e-07,0.664372056722641,0.5164657980203629
1500,129.977,0.5133512020111084,0.5134745836257935,0.6988212466239929,0.5121915340423584,0.04554567486047745,0.5227728486061096,7.628412390658923e-08,0.6631118655204773,0.5133512020111084,0.6992133855819702,0.5122604966163635,0.0457644909620285,0.5228822231292725,7.613792263327923e-08,0.6625919938087463,0.5134745836257935,0.5132404565811157,0.5134948492050171,0.6986098289489746,0.5121321678161621,0.0453542098402977,0.5226770639419556,7.627686215982976e-08,0.6634374856948853,0.5132404565811157,0.6993927955627441,0.5122737288475037,0.045804213732481,0.5229020714759827,7.600212370562076e-08,0.6623919606208801,0.5134948492050171,0.5130933523178101,0.5134929418563843,0.6983898282051086,0.5120545625686646,0.04510173201560974,0.5225508213043213,7.620550945830473e-08,0.6638091802597046,0.5130933523178101,0.6995602250099182,0.5122755169868469,0.04580647498369217,0.5229032635688782,7.583621197682078e-08,0.6622268557548523,0.5134929418563843,0.5133512020111084,0.5134745836257935,-3.3521487628279524e-06,-3.3521487628279524e-06,18.87512534678966,1.0026801824569702,True,0.6930017322301865,0.557421875,0.0,0.6930017322301865,0.5152280181646347,0.056967961601912975,0.5284839868545532,1.212562139585316e-07,0.6627406030893326,0.5203209668397903
1750,151.527,0.5143049359321594,0.5142269134521484,0.6995254755020142,0.5126659870147705,0.047158826142549515,0.5235794186592102,7.458922368641652e-08,0.6614727973937988,0.5143049359321594,0.6995568871498108,0.512626588344574,0.04702994227409363,0.5235149264335632,7.431189885664935e-08,0.6615235209465027,0.5142269134521484,0.5142993330955505,0.5141487717628479,0.6994249820709229,0.5126615762710571,0.04714604467153549,0.5235730409622192,7.47352260077605e-08,0.6615785360336304,0.5142993330955505,0.6995052099227905,0.5125858783721924,0.04689789190888405,0.5234489440917969,7.41604608833768e-08,0.6616568565368652,0.5141487717628479,0.5142603516578674,0.5140480399131775,0.6992590427398682,0.5126391053199768,0.047075528651475906,0.5235377550125122,7.489758502288169e-08,0.6617843508720398,0.5142603516578674,0.6994209289550781,0.5125331878662109,0.046727254986763,0.5233636498451233,7.398823953508327e-08,0.6618462204933167,0.5140480399131775,0.5143049359321594,0.5142269134521484,1.7220191117747448e-06,1.7220191117747448e-06,18.875162897355313,1.0029261112213135,True,0.6990418434143066,0.54671875,0.0,0.6990418434143066,0.5129237771034241,0.04810239188373089,0.5240512043237686,1.0531940652924732e-07,0.6614263355731964,0.514880821108818
2000,173.097,0.5190171003341675,0.5191476941108704,0.6966338157653809,0.5147837996482849,0.0549161434173584,0.5274580121040344,9.187118621412083e-08,0.660056471824646,0.5190171003341675,0.6966066956520081,0.5148500800132751,0.05513273552060127,0.5275663733482361,9.234687325943014e-08,0.6599464416503906,0.5191476941108704,0.5189169049263,0.5191755890846252,0.6966206431388855,0.5147321820259094,0.05474858358502388,0.527374267578125,9.164747893919412e-08,0.6601750254631042,0.5189169049263,0.696564793586731,0.5148635506629944,0.055177804082632065,0.5275889039039612,9.259127153882218e-08,0.6599590182304382,0.5191755890846252,0.5187951922416687,0.5191774964332581,0.696591317653656,0.5146694183349609,0.054544683545827866,0.5272723436355591,9.14354032488518e-08,0.660332202911377,0.5187951922416687,0.6965038776397705,0.5148632526397705,0.0551789291203022,0.5275894999504089,9.28329768612457e-08,0.6600181460380554,0.5191774964332581,0.5190171003341675,0.5191476941108704,-2.8450510576443544e-06,-2.8450510576443544e-06,18.87540061398757,1.0026118755340576,True,0.6963159590959549,0.55359375,0.0,0.6963159590959549,0.5149661898612976,0.05561049468815327,0.5278052538633347,1.446227368973041e-07,0.6600055694580078,0.5194402635097504
2250,194.661,0.5228427648544312,0.523186206817627,0.694322943687439,0.516492486000061,0.061214953660964966,0.5306074619293213,1.2667938165122905e-07,0.6589016914367676,0.5228427648544312,0.6945016980171204,0.5166735649108887,0.061793383210897446,0.5308966636657715,1.2838592056141351e-07,0.6583576798439026,0.523186206817627,0.5225974917411804,0.5232826471328735,0.6941674947738647,0.5163633227348328,0.06080106273293495,0.5304005146026611,1.255270944966469e-07,0.6593167185783386,0.5225974917411804,0.6945173144340515,0.5167239308357239,0.06195451691746712,0.5309773087501526,1.2891635492451314e-07,0.6582390666007996,0.5232826471328735,0.5223042964935303,0.5233268737792969,0.6939736008644104,0.5162092447280884,0.060305871069431305,0.5301529765129089,1.2418888672982575e-07,0.659819483757019,0.5223042964935303,0.69447922706604,0.5167463421821594,0.06202707439661026,0.531013548374176,1.2921239544994023e-07,0.6582292318344116,0.5233268737792969,0.5228427648544312,0.523186206817627,-7.144819875092201e-06,-7.144819875092201e-06,18.875561256051718,1.0026516914367676,True,0.6972049325704575,0.553203125,0.0,0.6972049325704575,0.5152110755443573,0.05633205361664295,0.5281660109758377,1.5005020514990974e-07,0.6586388200521469,0.5198553949594498
2500,216.236,0.5215712785720825,0.5205344557762146,0.6978110671043396,0.5160696506500244,0.05921218544244766,0.5296061038970947,8.921534799810615e-08,0.6563194394111633,0.5215712785720825,0.6969600915908813,0.5155128240585327,0.05745581537485123,0.5287278890609741,8.885680102821425e-08,0.6582813858985901,0.5205344557762146,0.5220493674278259,0.5199803709983826,0.6981832981109619,0.5163288116455078,0.06002141907811165,0.5300107002258301,8.935402462384445e-08,0.6554287672042847,0.5220493674278259,0.6964853405952454,0.5152182579040527,0.05651646479964256,0.5282582640647888,8.861673705951034e-08,0.6593428254127502,0.5199803709983826,0.5224982500076294,0.5194057822227478,0.6985180377960205,0.5165734887123108,0.060780808329582214,0.5303903818130493,8.947955620897119e-08,0.6546036005020142,0.5224982500076294,0.6959814429283142,0.5149149298667908,0.05554216727614403,0.5277710556983948,8.832282105686318e-08,0.6604499816894531,0.5194057822227478,0.5215712785720825,0.5205344557762146,2.048512197546782e-05,2.048512197546782e-05,18.875892635574292,1.002733588218689,True,0.7027361690998077,0.544296875,0.0,0.7027361690998077,0.5131242722272873,0.04837208706885576,0.5241860449314117,7.53189315361169e-08,0.6574096232652664,0.514968678355217
2750,237.804,0.5124249458312988,0.5121861696243286,0.7063555717468262,0.5120655298233032,0.04425321891903877,0.5221266150474548,4.9030198567834304e-08,0.6559968590736389,0.5124249458312988,0.7061165571212769,0.5119354724884033,0.043847259134054184,0.5219236612319946,4.889289328957602e-08,0.6564935445785522,0.5121861696243286,0.5124900937080383,0.5120145678520203,0.7064535617828369,0.5121016502380371,0.044365014880895615,0.5221825242042542,4.9053117123776246e-08,0.6558284163475037,0.5124900937080383,0.7059783339500427,0.5118430256843567,0.04355672374367714,0.5217783451080322,4.877596637697934e-08,0.656816303730011,0.5120145678520203,0.5125197172164917,0.5118113160133362,0.706535816192627,0.512118935585022,0.044417157769203186,0.522208571434021,4.9048203720758465e-08,0.655714213848114,0.5125197172164917,0.7058293223381042,0.5117341876029968,0.04321304336190224,0.5216065049171448,4.8626557003217385e-08,0.6571832299232483,0.5118113160133362,0.5124249458312988,0.5121861696243286,4.47975175154529e-06,4.47975175154529e-06,18.875991689521143,1.0025417804718018,True,0.70388063788414,0.543671875,0.0,0.70388063788414,0.513204887509346,0.04851528815925121,0.5242576450109482,8.870409473615837e-08,0.6561311334371567,0.5150317251682281
3000,259.372,0.515244722366333,0.5153138637542725,0.7043321132659912,0.5133219957351685,0.04888550937175751,0.524442732334137,5.176837447606886e-08,0.6554601192474365,0.515244722366333,0.7049511671066284,0.5133694410324097,0.04902131110429764,0.5245106220245361,5.119516544027647e-08,0.6547713279724121,0.5153138637542725,0.5151429176330566,0.5152891278266907,0.7038903832435608,0.5132603645324707,0.0487009733915329,0.5243504643440247,5.210899800545121e-08,0.6560096144676208,0.5151429176330566,0.7051386833190918,0.5133596062660217,0.04898636043071747,0.5244931578636169,5.096189426012643e-08,0.6546127200126648,0.5152891278266907,0.5149903893470764,0.5152298212051392,0.7033557295799255,0.5131704807281494,0.048428963869810104,0.524214506149292,5.248284296044403e-08,0.6567063927650452,0.5149903893470764,0.7052536606788635,0.5133299827575684,0.04889126121997833,0.524445652961731,5.076143239080011e-08,0.6545642018318176,0.5152298212051392,0.515244722366333,0.5153138637542725,-1.397013503772846e-06,-1.397013503772846e-06,18.875954849429377,1.0026075839996338,True,0.6977993696928024,0.55609375,0.0,0.6977993696928024,0.5168181955814362,0.06181644182652235,0.5309081971645355,9.989352456329925e-08,0.6548337638378143,0.5231340527534485
