step,elapsed_sec,j_plus_1,j_minus_1,plus1_obj_ce,plus1_obj_prob_true,plus1_obj_margin,plus1_obj_soft_cell_acc,plus1_obj_soft_board_acc,plus1_obj_hard_cell_acc,plus1_obj_hard_board_acc,plus1_obj_entropy,plus1_objective,minus1_obj_ce,minus1_obj_prob_true,minus1_obj_margin,minus1_obj_soft_cell_acc,minus1_obj_soft_board_acc,minus1_obj_hard_cell_acc,minus1_obj_hard_board_acc,minus1_obj_entropy,minus1_objective,j_plus_2,j_minus_2,plus2_obj_ce,plus2_obj_prob_true,plus2_obj_margin,plus2_obj_soft_cell_acc,plus2_obj_soft_board_acc,plus2_obj_hard_cell_acc,plus2_obj_hard_board_acc,plus2_obj_entropy,plus2_objective,minus2_obj_ce,minus2_obj_prob_true,minus2_obj_margin,minus2_obj_soft_cell_acc,minus2_obj_soft_board_acc,minus2_obj_hard_cell_acc,minus2_obj_hard_board_acc,minus2_obj_entropy,minus2_objective,j_plus_3,j_minus_3,plus3_obj_ce,plus3_obj_prob_true,plus3_obj_margin,plus3_obj_soft_cell_acc,plus3_obj_soft_board_acc,plus3_obj_hard_cell_acc,plus3_obj_hard_board_acc,plus3_obj_entropy,plus3_objective,minus3_obj_ce,minus3_obj_prob_true,minus3_obj_margin,minus3_obj_soft_cell_acc,minus3_obj_soft_board_acc,minus3_obj_hard_cell_acc,minus3_obj_hard_board_acc,minus3_obj_entropy,minus3_objective,j_plus,j_minus,raw_scalar,scalar,param_l2,param_max_abs,params_finite,loss,cell_acc,board_acc,obj_ce,obj_prob_true,obj_margin,obj_soft_cell_acc,obj_soft_board_acc,obj_hard_cell_acc,obj_hard_board_acc,obj_entropy,objective
1,0.796,0.002231445163488388,0.002436523325741291,1.3917304277420044,0.24904170632362366,-0.054458137601614,0.47277092933654785,0.002476905705407262,0.22314453125,0.0,1.3847904205322266,0.002231445163488388,1.3909938335418701,0.2498060017824173,-0.08947484195232391,0.45526257157325745,0.0017965033184736967,0.24365234375,0.0,1.3822396993637085,0.002436523325741291,0.0023339842446148396,0.002436523325741291,1.395535945892334,0.2498616725206375,-0.13422691822052002,0.43288654088974,0.001170142786577344,0.2333984375,0.0,1.3778729438781738,0.0023339842446148396,1.3959208726882935,0.2509591281414032,-0.19190266728401184,0.4040486812591553,0.0005811568116769195,0.24365234375,0.0,1.370696783065796,0.002436523325741291,0.0026318358723074198,0.002436523325741291,1.4151040315628052,0.2500929832458496,-0.23589754104614258,0.3820512294769287,0.00032704666955396533,0.26318359375,0.0,1.35874342918396,0.0026318358723074198,1.4535890817642212,0.24988962709903717,-0.3429466485977173,0.32852667570114136,5.3358846344053745e-05,0.24365234375,0.0,1.3119676113128662,0.002436523325741291,0.002231445163488388,0.002436523325741291,1.2555808228041458e-06,1.2555808228041458e-06,18.992903111535956,1.0000011920928955,True,1.3895917534828186,0.254638671875,0.0,1.3895917534828186,0.24988103285431862,-0.06545570865273476,0.46727214753627777,0.0022406926145777106,0.254638671875,0.0,1.3835217952728271,0.0025463866186328232
250,29.365,0.0025048828683793545,0.0023095703218132257,1.3909995555877686,0.24967940151691437,-0.07535968720912933,0.46232014894485474,0.002054134849458933,0.25048828125,0.0,1.3828907012939453,0.0025048828683793545,1.3888612985610962,0.24983716011047363,-0.05261233076453209,0.47369384765625,0.002516801469027996,0.23095703125,0.0,1.3843364715576172,0.0023095703218132257,0.0023486327845603228,0.0024902343284338713,1.392811894416809,0.24951766431331635,-0.09437429159879684,0.4528128504753113,0.0017185444012284279,0.23486328125,0.0,1.381756067276001,0.0023486327845603228,1.386622428894043,0.2502475678920746,-0.04074376821517944,0.4796281158924103,0.002782636322081089,0.2490234375,0.0,1.3849170207977295,0.0024902343284338713,0.0023486327845603228,0.002709960797801614,1.3949518203735352,0.24947544932365417,-0.10379994660615921,0.4481000304222107,0.00155752117279917,0.23486328125,0.0,1.3799247741699219,0.0023486327845603228,1.3859291076660156,0.25054341554641724,-0.047796376049518585,0.476101815700531,0.002615279983729124,0.27099609375,0.0,1.3844046592712402,0.002709960797801614,0.0025048828683793545,0.0023095703218132257,-5.264839717310474e-07,-5.264839717310474e-07,18.99293663150615,1.0000689029693604,True,1.389218807220459,0.254150390625,0.0,1.389218807220459,0.24996256828308105,-0.06494591198861599,0.46752703934907913,0.00225082942051813,0.254150390625,0.0,1.3835269212722778,0.002541503810789436
500,58.061,0.002524414099752903,0.0025732421781867743,1.3877577781677246,0.25025707483291626,-0.07096480578184128,0.46451759338378906,0.0021303053945302963,0.25244140625,0.0,1.383739948272705,0.002524414099752903,1.3891115188598633,0.2503131330013275,-0.09012630581855774,0.4549368619918823,0.0017615258693695068,0.25732421875,0.0,1.3822829723358154,0.0025732421781867743,0.002524414099752903,0.0025732421781867743,1.3875263929367065,0.2504540681838989,-0.08256319165229797,0.4587183892726898,0.0019221230177208781,0.25244140625,0.0,1.3831095695495605,0.002524414099752903,1.3905208110809326,0.2505669593811035,-0.1252678483724594,0.4373660683631897,0.0012393456418067217,0.25732421875,0.0,1.3797906637191772,0.0025732421781867743,0.0024072264786809683,0.0025732421781867743,1.3889272212982178,0.25036075711250305,-0.09149095416069031,0.45425450801849365,0.0017852354794740677,0.24072265625,0.0,1.3820887804031372,0.0024072264786809683,1.3930480480194092,0.2509022653102875,-0.1604495495557785,0.41977521777153015,0.0008443352999165654,0.25732421875,0.0,1.3757215738296509,0.0025732421781867743,0.002524414099752903,0.0025732421781867743,-2.0461243678344055e-07,-2.0461243678344055e-07,18.992915156764838,1.0000795125961304,True,1.3886162042617798,0.248779296875,0.0,1.3886162042617798,0.2501031905412674,-0.06433454155921936,0.4678327292203903,0.002269952790811658,0.248779296875,0.0,1.3835346400737762,0.0024877929827198386
750,86.694,0.0025048828683793545,0.0021337890066206455,1.3889312744140625,0.25030800700187683,-0.08303453028202057,0.4584827423095703,0.0019073758739978075,0.25048828125,0.0,1.3824517726898193,0.0025048828683793545,1.3883137702941895,0.2499612271785736,-0.04488159343600273,0.4775592088699341,0.002683074912056327,0.21337890625,0.0,1.3843861818313599,0.0021337890066206455,0.0025048828683793545,0.00244140625,1.3883225917816162,0.25066760182380676,-0.08946320414543152,0.45526841282844543,0.0017868861323222518,0.25048828125,0.0,1.3816595077514648,0.0025048828683793545,1.3883432149887085,0.2499503791332245,-0.054764602333307266,0.4726176857948303,0.0024664041120558977,0.244140625,0.0,1.3844068050384521,0.00244140625,0.003115234198048711,0.0024902343284338713,1.3896911144256592,0.25092530250549316,-0.09488821774721146,0.45255589485168457,0.0016841348260641098,0.3115234375,0.0,1.3795596361160278,0.003115234198048711,1.3892526626586914,0.24992915987968445,-0.07616952806711197,0.4619152545928955,0.002035001292824745,0.2490234375,0.0,1.3836297988891602,0.0024902343284338713,0.0025048828683793545,0.0021337890066206455,6.148547856159225e-07,6.148547856159225e-07,18.99290706409219,1.000077486038208,True,1.3889662027359009,0.250732421875,0.0,1.3889662027359009,0.25001945719122887,-0.06490209512412548,0.4675489589571953,0.0022541930666193366,0.250732421875,0.0,1.383523941040039,0.002507324155885726
1000,115.378,0.0025537109468132257,0.0024169920943677425,1.3891687393188477,0.2499958723783493,-0.06371459364891052,0.46814268827438354,0.0022768210619688034,0.25537109375,0.0,1.3834872245788574,0.0025537109468132257,1.3874289989471436,0.2502899169921875,-0.0584695041179657,0.47076523303985596,0.002386215142905712,0.24169921875,0.0,1.3839662075042725,0.0024169920943677425,0.002558593638241291,0.0022558593191206455,1.3904643058776855,0.24976138770580292,-0.07141382247209549,0.46429309248924255,0.0021202615462243557,0.255859375,0.0,1.3831555843353271,0.002558593638241291,1.386400580406189,0.25029730796813965,-0.050523996353149414,0.4747380018234253,0.0025594807229936123,0.2255859375,0.0,1.384881615638733,0.0022558593191206455,0.002558593638241291,0.0025439453311264515,1.3943310976028442,0.2493872046470642,-0.10879043489694595,0.4456048011779785,0.0015053099486976862,0.255859375,0.0,1.3807345628738403,0.002558593638241291,1.3852424621582031,0.250547856092453,-0.05630987137556076,0.4718450903892517,0.002421189099550247,0.25439453125,0.0,1.3850035667419434,0.0025439453311264515,0.0025537109468132257,0.0024169920943677425,1.7634683389443975e-07,1.7634683389443975e-07,18.992878807660425,1.0000770092010498,True,1.3891812562942505,0.25634765625,0.0,1.3891812562942505,0.24997606500983238,-0.0649879015982151,0.467506043612957,0.0022535818279720843,0.25634765625,0.0,1.3835219740867615,0.002563476504292339
1250,144.048,0.0023925781715661287,0.0025537109468132257,1.3881230354309082,0.2503790855407715,-0.06716607511043549,0.46641695499420166,0.0022064971271902323,0.2392578125,0.0,1.3828494548797607,0.0023925781715661287,1.3868427276611328,0.2504429221153259,-0.0632813423871994,0.4683592915534973,0.0022879333700984716,0.25537109375,0.0,1.3839221000671387,0.0025537109468132257,0.0021240233909338713,0.0025537109468132257,1.3890618085861206,0.25037485361099243,-0.07681712508201599,0.4615914523601532,0.0020237588323652744,0.21240234375,0.0,1.3818857669830322,0.0021240233909338713,1.3848004341125488,0.2507860064506531,-0.051341552287340164,0.47432923316955566,0.002532435115426779,0.25537109375,0.0,1.3846060037612915,0.0025537109468132257,0.0024218750186264515,0.0029589843470603228,1.3921666145324707,0.24985268712043762,-0.0996648445725441,0.45016759634017944,0.0016502385260537267,0.2421875,0.0,1.380798101425171,0.0024218750186264515,1.3824468851089478,0.25124913454055786,-0.04096239060163498,0.4795188009738922,0.0027785280253738165,0.2958984375,0.0,1.3851399421691895,0.0029589843470603228,0.0023925781715661287,0.0025537109468132257,-5.279330489046705e-07,-5.279330489046705e-07,18.992854624050075,1.0000693798065186,True,1.389973133802414,0.251953125,0.0,1.389973133802414,0.24978239089250565,-0.06580571457743645,0.4670971557497978,0.0022376233246177435,0.251953125,0.0,1.3835184872150421,0.002519531175494194
1500,172.546,0.002480468712747097,0.0025927734095603228,1.3879623413085938,0.24988660216331482,-0.03853927180171013,0.4807303547859192,0.002830980811268091,0.248046875,0.0,1.3850667476654053,0.002480468712747097,1.3902218341827393,0.25062671303749084,-0.10853658616542816,0.4457316994667053,0.001481897896155715,0.25927734375,0.0,1.3800153732299805,0.0025927734095603228,0.00244140625,0.0025927734095603228,1.3882867097854614,0.2496860921382904,-0.04471489414572716,0.4776425361633301,0.002689491957426071,0.244140625,0.0,1.3855801820755005,0.00244140625,1.3956000804901123,0.2508404552936554,-0.1586398035287857,0.42068010568618774,0.0008641454624012113,0.25927734375,0.0,1.373876690864563,0.0025927734095603228,0.00244140625,0.0025927734095603228,1.3888447284698486,0.2496095448732376,-0.0506795197725296,0.4746602475643158,0.002558602951467037,0.244140625,0.0,1.385306715965271,0.00244140625,1.4051415920257568,0.250825971364975,-0.21580356359481812,0.39209818840026855,0.0004506694385781884,0.25927734375,0.0,1.3643864393234253,0.0025927734095603228,0.002480468712747097,0.0025927734095603228,-1.591256638160971e-07,-1.591256638160971e-07,18.992828175797005,1.0000615119934082,True,1.3877273797988892,0.24951171875,0.0,1.3877273797988892,0.25032123923301697,-0.06341673247516155,0.46829163283109665,0.0022840609890408814,0.24951171875,0.0,1.3835286796092987,0.0024951171362772584
1750,200.892,0.0025048828683793545,0.0025683592539280653,1.3888030052185059,0.25004494190216064,-0.0636749118566513,0.46816253662109375,0.0022755940444767475,0.25048828125,0.0,1.3836009502410889,0.0025048828683793545,1.3893070220947266,0.2499019205570221,-0.06841869652271271,0.46579065918922424,0.0021845288574695587,0.2568359375,0.0,1.383678913116455,0.0025683592539280653,0.0024462889414280653,0.0025683592539280653,1.3884550333023071,0.25000810623168945,-0.0600721649825573,0.469963937997818,0.0023482111282646656,0.24462890625,0.0,1.3840737342834473,0.0024462889414280653,1.3894976377487183,0.24984294176101685,-0.07599446177482605,0.4620027542114258,0.002041533589363098,0.2568359375,0.0,1.383732795715332,0.0025683592539280653,0.0024707030970603228,0.0025683592539280653,1.3880465030670166,0.2499469518661499,-0.05602874979376793,0.4719856381416321,0.0024300958029925823,0.2470703125,0.0,1.384690523147583,0.0024707030970603228,1.3899675607681274,0.2498263567686081,-0.08669453114271164,0.4566527307033539,0.0018508208449929953,0.2568359375,0.0,1.3833551406860352,0.0025683592539280653,0.0025048828683793545,0.0025683592539280653,-1.0178522267314711e-07,-1.0178522267314711e-07,18.992832064203473,1.0000618696212769,True,1.3894211947917938,0.249267578125,0.0,1.3894211947917938,0.2499164342880249,-0.06524663977324963,0.4673766866326332,0.002246790623757988,0.249267578125,0.0,1.383526861667633,0.002492675732355565
2000,229.155,0.0025097655598074198,0.0026171873323619366,1.386718988418579,0.25053346157073975,-0.06698198616504669,0.46650901436805725,0.0022076547611504793,0.2509765625,0.0,1.383662223815918,0.0025097655598074198,1.3868484497070312,0.2506926655769348,-0.07959386706352234,0.46020305156707764,0.00196115393191576,0.26171875,0.0,1.382951021194458,0.0026171873323619366,0.0025097655598074198,0.0026171873323619366,1.3863579034805298,0.2505452632904053,-0.07216212153434753,0.46391892433166504,0.0020976541563868523,0.2509765625,0.0,1.3839658498764038,0.0025097655598074198,1.3861076831817627,0.2510727047920227,-0.09651806950569153,0.45174098014831543,0.0016606003046035767,0.26171875,0.0,1.3821368217468262,0.0026171873323619366,0.0025097655598074198,0.0026171873323619366,1.3858790397644043,0.2504136264324188,-0.05709445849061012,0.4714527726173401,0.002399008721113205,0.2509765625,0.0,1.3850042819976807,0.0025097655598074198,1.3842120170593262,0.2516935467720032,-0.10512609034776688,0.44743695855140686,0.0015080681769177318,0.26171875,0.0,1.3814878463745117,0.0026171873323619366,0.0025097655598074198,0.0026171873323619366,-1.0216437940153666e-07,-1.0216437940153666e-07,18.992814836861864,1.0000571012496948,True,1.3892245590686798,0.25,0.0,1.3892245590686798,0.24995778501033783,-0.06501325406134129,0.46749337762594223,0.0022543405066244304,0.25,0.0,1.383530616760254,0.0024999999441206455
2250,257.446,0.002436523325741291,0.0027539061848074198,1.389643669128418,0.24969349801540375,-0.0627283900976181,0.46863579750061035,0.002307464834302664,0.24365234375,0.0,1.3841054439544678,0.002436523325741291,1.3895609378814697,0.2500675320625305,-0.0681220218539238,0.4659389853477478,0.00218078657053411,0.275390625,0.0,1.3828891515731812,0.0027539061848074198,0.002436523325741291,0.0025048828683793545,1.3884375095367432,0.2498047649860382,-0.05366598069667816,0.4731670022010803,0.002499342430382967,0.24365234375,0.0,1.3848543167114258,0.002436523325741291,1.3900898694992065,0.2502358555793762,-0.07933629304170609,0.46033185720443726,0.0019546858966350555,0.25048828125,0.0,1.3817782402038574,0.0025048828683793545,0.00244140625,0.0025048828683793545,1.38619863986969,0.25019851326942444,-0.041890598833560944,0.47905468940734863,0.0027638524770736694,0.244140625,0.0,1.3855695724487305,0.00244140625,1.3910919427871704,0.25038468837738037,-0.09997731447219849,0.45001134276390076,0.0016053116414695978,0.25048828125,0.0,1.380150318145752,0.0025048828683793545,0.002436523325741291,0.0027539061848074198,-9.631033021244732e-08,-9.631033021244732e-08,18.99281394868342,1.0000568628311157,True,1.3883956372737885,0.2578125,0.0,1.3883956372737885,0.25016477704048157,-0.06405198015272617,0.4679740145802498,0.002275257487781346,0.2578125,0.0,1.383531391620636,0.0025781249860301614
2500,285.746,0.0024218750186264515,0.002475585788488388,1.3882595300674438,0.2502914369106293,-0.06401975452899933,0.46799013018608093,0.0022660926915705204,0.2421875,0.0,1.3831020593643188,0.0024218750186264515,1.3874479532241821,0.2502697706222534,-0.06502451002597809,0.46748775243759155,0.002246872754767537,0.24755859375,0.0,1.3839712142944336,0.002475585788488388,0.002358398400247097,0.002475585788488388,1.3887238502502441,0.2501816153526306,-0.0570010170340538,0.471499502658844,0.0024099128786474466,0.23583984375,0.0,1.3830950260162354,0.002358398400247097,1.3883153200149536,0.25008198618888855,-0.07694531977176666,0.46152734756469727,0.002033437602221966,0.24755859375,0.0,1.3838534355163574,0.002475585788488388,0.002358398400247097,0.0020458984654396772,1.3889474868774414,0.2501199245452881,-0.056186020374298096,0.47190698981285095,0.0024175914004445076,0.23583984375,0.0,1.3831708431243896,0.002358398400247097,1.3902866840362549,0.24991565942764282,-0.09086455404758453,0.45456773042678833,0.0017834752798080444,0.20458984375,0.0,1.3825846910476685,0.0020458984654396772,0.0024218750186264515,0.002475585788488388,9.205043378237109e-08,9.205043378237109e-08,18.992817552550772,1.0000625848770142,True,1.3875515460968018,0.259033203125,0.0,1.3875515460968018,0.25037289410829544,-0.06309004593640566,0.4684549868106842,0.002290976350195706,0.259033203125,0.0,1.3835292160511017,0.0025903319474309683
